acl_name,conformer_definition,nodes,deviant_properties,flag
['reuters-data-to-janest'],"{'statements': [{'class': 'org.batfish.datamodel.routing_policy.statement.If', 'comment': '~RMCLAUSE~reuters-data-to-janest~10~', 'falseStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnLocalDefaultAction'}], 'guard': {'class': 'org.batfish.datamodel.routing_policy.expr.MatchPrefixSet', 'prefix': {'class': 'org.batfish.datamodel.routing_policy.expr.DestinationNetwork'}, 'prefixSet': {'class': 'org.batfish.datamodel.routing_policy.expr.NamedPrefixSet', 'name': 'reuters-data-to-janest-ucast-p1'}}, 'trueStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.SetCommunity', 'expr': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralCommunitySet', 'communities': ['64707:11921']}}, {'class': 'org.batfish.datamodel.routing_policy.statement.SetLocalPreference', 'localPreference': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 190}}, {'class': 'org.batfish.datamodel.routing_policy.statement.SetMetric', 'metric': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 0}}, {'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnTrue'}]}]}",['wee-nsw-core1'],"[['statements=trueStatements=class', 'org.batfish.datamodel.routing_policy.statement.SetMetric']]",Needs inspection
['cap-via-sfti-to-janest'],"{'statements': [{'class': 'org.batfish.datamodel.routing_policy.statement.If', 'comment': '~RMCLAUSE~cap-via-sfti-to-janest~10~', 'falseStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnLocalDefaultAction'}], 'guard': {'class': 'org.batfish.datamodel.routing_policy.expr.MatchPrefixSet', 'prefix': {'class': 'org.batfish.datamodel.routing_policy.expr.DestinationNetwork'}, 'prefixSet': {'class': 'org.batfish.datamodel.routing_policy.expr.NamedPrefixSet', 'name': 'cap-via-sfti-to-janest-ucast-p2'}}, 'trueStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.SetCommunity', 'expr': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralCommunitySet', 'communities': ['64780:21912']}}, {'class': 'org.batfish.datamodel.routing_policy.statement.SetLocalPreference', 'localPreference': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 180}}, {'class': 'org.batfish.datamodel.routing_policy.statement.SetMetric', 'metric': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 0}}, {'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnTrue'}]}]}",['chi-nsw-202b'],"[['statements=trueStatements=class', 'org.batfish.datamodel.routing_policy.statement.SetMetric']]",Needs inspection
['cap-via-sfti-to-janest'],"{'statements': [{'class': 'org.batfish.datamodel.routing_policy.statement.If', 'comment': '~RMCLAUSE~cap-via-sfti-to-janest~10~', 'falseStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnLocalDefaultAction'}], 'guard': {'class': 'org.batfish.datamodel.routing_policy.expr.MatchPrefixSet', 'prefix': {'class': 'org.batfish.datamodel.routing_policy.expr.DestinationNetwork'}, 'prefixSet': {'class': 'org.batfish.datamodel.routing_policy.expr.NamedPrefixSet', 'name': 'cap-via-sfti-to-janest-ucast-p1'}}, 'trueStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.SetCommunity', 'expr': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralCommunitySet', 'communities': ['64780:21911']}}, {'class': 'org.batfish.datamodel.routing_policy.statement.SetLocalPreference', 'localPreference': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 190}}, {'class': 'org.batfish.datamodel.routing_policy.statement.SetMetric', 'metric': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 0}}, {'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnTrue'}]}]}",['chi-nsw-102b'],"[['statements=trueStatements=class', 'org.batfish.datamodel.routing_policy.statement.SetMetric']]",Needs inspection
['btradianz-to-janest'],"{'statements': [{'class': 'org.batfish.datamodel.routing_policy.statement.If', 'comment': '~RMCLAUSE~btradianz-to-janest~10~', 'falseStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnLocalDefaultAction'}], 'guard': {'class': 'org.batfish.datamodel.routing_policy.expr.MatchPrefixSet', 'prefix': {'class': 'org.batfish.datamodel.routing_policy.expr.DestinationNetwork'}, 'prefixSet': {'class': 'org.batfish.datamodel.routing_policy.expr.NamedPrefixSet', 'name': 'btradianz-to-janest-ucast-p1'}}, 'trueStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.SetCommunity', 'expr': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralCommunitySet', 'communities': ['64725:21911']}}, {'class': 'org.batfish.datamodel.routing_policy.statement.SetLocalPreference', 'localPreference': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 190}}, {'class': 'org.batfish.datamodel.routing_policy.statement.SetMetric', 'metric': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 0}}, {'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnTrue'}]}]}",['ny4-nsw-ext3'],"[['statements=trueStatements=class', 'org.batfish.datamodel.routing_policy.statement.SetMetric']]",Needs inspection
['btradianz-to-janest'],"{'statements': [{'class': 'org.batfish.datamodel.routing_policy.statement.If', 'comment': '~RMCLAUSE~btradianz-to-janest~10~', 'falseStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnLocalDefaultAction'}], 'guard': {'class': 'org.batfish.datamodel.routing_policy.expr.MatchPrefixSet', 'prefix': {'class': 'org.batfish.datamodel.routing_policy.expr.DestinationNetwork'}, 'prefixSet': {'class': 'org.batfish.datamodel.routing_policy.expr.NamedPrefixSet', 'name': 'btradianz-to-janest-ucast-p1'}}, 'trueStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.SetCommunity', 'expr': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralCommunitySet', 'communities': ['64703:21911']}}, {'class': 'org.batfish.datamodel.routing_policy.statement.SetLocalPreference', 'localPreference': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 190}}, {'class': 'org.batfish.datamodel.routing_policy.statement.SetMetric', 'metric': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 0}}, {'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnTrue'}]}]}",['oee-nsw-core2'],"[['statements=trueStatements=class', 'org.batfish.datamodel.routing_policy.statement.SetMetric']]",Needs inspection
['barclays-fix-to-janest'],"{'statements': [{'class': 'org.batfish.datamodel.routing_policy.statement.If', 'comment': '~RMCLAUSE~barclays-fix-to-janest~10~', 'falseStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnLocalDefaultAction'}], 'guard': {'class': 'org.batfish.datamodel.routing_policy.expr.MatchPrefixSet', 'prefix': {'class': 'org.batfish.datamodel.routing_policy.expr.DestinationNetwork'}, 'prefixSet': {'class': 'org.batfish.datamodel.routing_policy.expr.NamedPrefixSet', 'name': 'barclays-fix-to-janest-ucast-p1'}}, 'trueStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.SetCommunity', 'expr': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralCommunitySet', 'communities': ['64774:21911', '65535:65281']}}, {'class': 'org.batfish.datamodel.routing_policy.statement.SetLocalPreference', 'localPreference': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 190}}, {'class': 'org.batfish.datamodel.routing_policy.statement.SetMetric', 'metric': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 0}}, {'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnTrue'}]}]}",['jpx-nsw-jx22-103b'],"[['statements=trueStatements=class', 'org.batfish.datamodel.routing_policy.statement.SetMetric']]",Needs inspection
['barclays-fix-to-janest'],"{'statements': [{'class': 'org.batfish.datamodel.routing_policy.statement.If', 'comment': '~RMCLAUSE~barclays-fix-to-janest~10~', 'falseStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnLocalDefaultAction'}], 'guard': {'class': 'org.batfish.datamodel.routing_policy.expr.MatchPrefixSet', 'prefix': {'class': 'org.batfish.datamodel.routing_policy.expr.DestinationNetwork'}, 'prefixSet': {'class': 'org.batfish.datamodel.routing_policy.expr.NamedPrefixSet', 'name': 'barclays-fix-to-janest-ucast-p2'}}, 'trueStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.SetCommunity', 'expr': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralCommunitySet', 'communities': ['64774:21912', '65535:65281']}}, {'class': 'org.batfish.datamodel.routing_policy.statement.SetLocalPreference', 'localPreference': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 180}}, {'class': 'org.batfish.datamodel.routing_policy.statement.SetMetric', 'metric': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 0}}, {'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnTrue'}]}]}",['jpx-nsw-jx22-102b'],"[['statements=trueStatements=class', 'org.batfish.datamodel.routing_policy.statement.SetMetric']]",Needs inspection
['baml-express-to-janest'],"{'statements': [{'class': 'org.batfish.datamodel.routing_policy.statement.If', 'comment': '~RMCLAUSE~baml-express-to-janest~10~', 'falseStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnLocalDefaultAction'}], 'guard': {'class': 'org.batfish.datamodel.routing_policy.expr.MatchPrefixSet', 'prefix': {'class': 'org.batfish.datamodel.routing_policy.expr.DestinationNetwork'}, 'prefixSet': {'class': 'org.batfish.datamodel.routing_policy.expr.NamedPrefixSet', 'name': 'baml-express-to-janest-ucast-p1'}}, 'trueStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.SetCommunity', 'expr': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralCommunitySet', 'communities': ['64727:21911']}}, {'class': 'org.batfish.datamodel.routing_policy.statement.SetLocalPreference', 'localPreference': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 190}}, {'class': 'org.batfish.datamodel.routing_policy.statement.SetMetric', 'metric': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 0}}, {'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnTrue'}]}]}",['mcc-nsw-p16b'],"[['statements=trueStatements=class', 'org.batfish.datamodel.routing_policy.statement.SetMetric']]",Needs inspection
['creditsuisse-to-janest'],"{'statements': [{'class': 'org.batfish.datamodel.routing_policy.statement.If', 'comment': '~RMCLAUSE~creditsuisse-to-janest~10~', 'falseStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnLocalDefaultAction'}], 'guard': {'class': 'org.batfish.datamodel.routing_policy.expr.MatchPrefixSet', 'prefix': {'class': 'org.batfish.datamodel.routing_policy.expr.DestinationNetwork'}, 'prefixSet': {'class': 'org.batfish.datamodel.routing_policy.expr.NamedPrefixSet', 'name': 'creditsuisse-to-janest-ucast-p2'}}, 'trueStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.SetCommunity', 'expr': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralCommunitySet', 'communities': ['64725:21912']}}, {'class': 'org.batfish.datamodel.routing_policy.statement.SetLocalPreference', 'localPreference': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 180}}, {'class': 'org.batfish.datamodel.routing_policy.statement.SetMetric', 'metric': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 0}}, {'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnTrue'}]}]}",['ny4-nsw-ext4'],"[['statements=trueStatements=class', 'org.batfish.datamodel.routing_policy.statement.SetMetric']]",Needs inspection
['deutschebank-to-janest'],"{'statements': [{'class': 'org.batfish.datamodel.routing_policy.statement.If', 'comment': '~RMCLAUSE~deutschebank-to-janest~10~', 'falseStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnLocalDefaultAction'}], 'guard': {'class': 'org.batfish.datamodel.routing_policy.expr.MatchPrefixSet', 'prefix': {'class': 'org.batfish.datamodel.routing_policy.expr.DestinationNetwork'}, 'prefixSet': {'class': 'org.batfish.datamodel.routing_policy.expr.NamedPrefixSet', 'name': 'deutschebank-to-janest-p1'}}, 'trueStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.SetCommunity', 'expr': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralCommunitySet', 'communities': ['64722:21911']}}, {'class': 'org.batfish.datamodel.routing_policy.statement.SetLocalPreference', 'localPreference': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 190}}, {'class': 'org.batfish.datamodel.routing_policy.statement.SetMetric', 'metric': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 0}}, {'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnTrue'}]}]}",['hk1-nsw-wan1'],"[['statements=trueStatements=class', 'org.batfish.datamodel.routing_policy.statement.SetMetric']]",Needs inspection
['chx-to-janest-ucast'],"{'statements': [{'class': 'org.batfish.datamodel.routing_policy.statement.If', 'comment': '~RMCLAUSE~chx-to-janest-ucast~10~', 'falseStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnLocalDefaultAction'}], 'guard': {'class': 'org.batfish.datamodel.routing_policy.expr.MatchPrefixSet', 'prefix': {'class': 'org.batfish.datamodel.routing_policy.expr.DestinationNetwork'}, 'prefixSet': {'class': 'org.batfish.datamodel.routing_policy.expr.NamedPrefixSet', 'name': 'chx-no-export-to-janest-ucast-p2'}}, 'trueStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.SetCommunity', 'expr': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralCommunitySet', 'communities': ['65535:65281']}}, {'class': 'org.batfish.datamodel.routing_policy.statement.SetLocalPreference', 'localPreference': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 180}}, {'class': 'org.batfish.datamodel.routing_policy.statement.SetMetric', 'metric': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 0}}, {'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnTrue'}]}]}",['chi-nsw-202b'],"[['statements=trueStatements=class', 'org.batfish.datamodel.routing_policy.statement.SetMetric']]",Needs inspection
['deutschebank-to-janest'],"{'statements': [{'class': 'org.batfish.datamodel.routing_policy.statement.If', 'comment': '~RMCLAUSE~deutschebank-to-janest~10~', 'falseStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnLocalDefaultAction'}], 'guard': {'class': 'org.batfish.datamodel.routing_policy.expr.MatchPrefixSet', 'prefix': {'class': 'org.batfish.datamodel.routing_policy.expr.DestinationNetwork'}, 'prefixSet': {'class': 'org.batfish.datamodel.routing_policy.expr.NamedPrefixSet', 'name': 'deutschebank-to-janest-ucast-p1'}}, 'trueStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.SetCommunity', 'expr': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralCommunitySet', 'communities': ['64773:21911']}}, {'class': 'org.batfish.datamodel.routing_policy.statement.SetLocalPreference', 'localPreference': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 190}}, {'class': 'org.batfish.datamodel.routing_policy.statement.SetMetric', 'metric': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 0}}, {'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnTrue'}]}]}",['tko-nsw-a1109b'],"[['statements=trueStatements=class', 'org.batfish.datamodel.routing_policy.statement.SetMetric']]",Needs inspection
['deutschebank-to-janest'],"{'statements': [{'class': 'org.batfish.datamodel.routing_policy.statement.If', 'comment': '~RMCLAUSE~deutschebank-to-janest~10~', 'falseStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnLocalDefaultAction'}], 'guard': {'class': 'org.batfish.datamodel.routing_policy.expr.MatchPrefixSet', 'prefix': {'class': 'org.batfish.datamodel.routing_policy.expr.DestinationNetwork'}, 'prefixSet': {'class': 'org.batfish.datamodel.routing_policy.expr.NamedPrefixSet', 'name': 'deutschebank-to-janest-ucast-p2'}}, 'trueStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.SetCommunity', 'expr': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralCommunitySet', 'communities': ['64773:21911', '64773:21912']}}, {'class': 'org.batfish.datamodel.routing_policy.statement.SetLocalPreference', 'localPreference': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 180}}, {'class': 'org.batfish.datamodel.routing_policy.statement.SetMetric', 'metric': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 0}}, {'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnTrue'}]}]}",['tko-nsw-a1110b'],"[['statements=trueStatements=class', 'org.batfish.datamodel.routing_policy.statement.SetMetric']]",Needs inspection
['fastmatch-to-janest'],"{'statements': [{'class': 'org.batfish.datamodel.routing_policy.statement.If', 'comment': '~RMCLAUSE~fastmatch-to-janest~10~', 'falseStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnLocalDefaultAction'}], 'guard': {'class': 'org.batfish.datamodel.routing_policy.expr.MatchPrefixSet', 'prefix': {'class': 'org.batfish.datamodel.routing_policy.expr.DestinationNetwork'}, 'prefixSet': {'class': 'org.batfish.datamodel.routing_policy.expr.NamedPrefixSet', 'name': 'fastmatch-to-janest-ucast-p2'}}, 'trueStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.SetCommunity', 'expr': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralCommunitySet', 'communities': ['64725:11912']}}, {'class': 'org.batfish.datamodel.routing_policy.statement.SetLocalPreference', 'localPreference': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 180}}, {'class': 'org.batfish.datamodel.routing_policy.statement.SetMetric', 'metric': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 0}}, {'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnTrue'}]}]}",['ny4-nsw-ext4'],"[['statements=trueStatements=class', 'org.batfish.datamodel.routing_policy.statement.SetMetric']]",Needs inspection
['baml-express-to-janest'],"{'statements': [{'class': 'org.batfish.datamodel.routing_policy.statement.If', 'comment': '~RMCLAUSE~baml-express-to-janest~10~', 'falseStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnLocalDefaultAction'}], 'guard': {'class': 'org.batfish.datamodel.routing_policy.expr.MatchPrefixSet', 'prefix': {'class': 'org.batfish.datamodel.routing_policy.expr.DestinationNetwork'}, 'prefixSet': {'class': 'org.batfish.datamodel.routing_policy.expr.NamedPrefixSet', 'name': 'baml-express-to-janest-ucast-p2'}}, 'trueStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.SetCommunity', 'expr': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralCommunitySet', 'communities': ['64727:21912']}}, {'class': 'org.batfish.datamodel.routing_policy.statement.SetLocalPreference', 'localPreference': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 180}}, {'class': 'org.batfish.datamodel.routing_policy.statement.SetMetric', 'metric': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 0}}, {'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnTrue'}]}]}",['mcc-nsw-p17b'],"[['statements=trueStatements=class', 'org.batfish.datamodel.routing_policy.statement.SetMetric']]",Needs inspection
['activ-lme-to-janest'],"{'statements': [{'class': 'org.batfish.datamodel.routing_policy.statement.If', 'comment': '~RMCLAUSE~activ-lme-to-janest~10~', 'falseStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnLocalDefaultAction'}], 'guard': {'class': 'org.batfish.datamodel.routing_policy.expr.MatchPrefixSet', 'prefix': {'class': 'org.batfish.datamodel.routing_policy.expr.DestinationNetwork'}, 'prefixSet': {'class': 'org.batfish.datamodel.routing_policy.expr.NamedPrefixSet', 'name': 'activ-lme-to-janest-ucast-p1'}}, 'trueStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.SetCommunity', 'expr': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralCommunitySet', 'communities': ['65015:11911']}}, {'class': 'org.batfish.datamodel.routing_policy.statement.SetLocalPreference', 'localPreference': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 190}}, {'class': 'org.batfish.datamodel.routing_policy.statement.SetMetric', 'metric': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 0}}, {'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnTrue'}]}]}",['lhn-nsw-core1'],"[['statements=trueStatements=class', 'org.batfish.datamodel.routing_policy.statement.SetMetric']]",Needs inspection
['fastmatch-to-janest'],"{'statements': [{'class': 'org.batfish.datamodel.routing_policy.statement.If', 'comment': '~RMCLAUSE~fastmatch-to-janest~10~', 'falseStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnLocalDefaultAction'}], 'guard': {'class': 'org.batfish.datamodel.routing_policy.expr.MatchPrefixSet', 'prefix': {'class': 'org.batfish.datamodel.routing_policy.expr.DestinationNetwork'}, 'prefixSet': {'class': 'org.batfish.datamodel.routing_policy.expr.NamedPrefixSet', 'name': 'fastmatch-to-janest-ucast-p1'}}, 'trueStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.SetCommunity', 'expr': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralCommunitySet', 'communities': ['64725:11911']}}, {'class': 'org.batfish.datamodel.routing_policy.statement.SetLocalPreference', 'localPreference': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 190}}, {'class': 'org.batfish.datamodel.routing_policy.statement.SetMetric', 'metric': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 0}}, {'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnTrue'}]}]}",['ny4-nsw-ext3'],"[['statements=trueStatements=class', 'org.batfish.datamodel.routing_policy.statement.SetMetric']]",Needs inspection
['mercuryfx-to-janest'],"{'statements': [{'class': 'org.batfish.datamodel.routing_policy.statement.If', 'comment': '~RMCLAUSE~mercuryfx-to-janest~10~', 'falseStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnLocalDefaultAction'}], 'guard': {'class': 'org.batfish.datamodel.routing_policy.expr.MatchPrefixSet', 'prefix': {'class': 'org.batfish.datamodel.routing_policy.expr.DestinationNetwork'}, 'prefixSet': {'class': 'org.batfish.datamodel.routing_policy.expr.NamedPrefixSet', 'name': 'mercuryfx-to-janest-ucast-p2'}}, 'trueStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.SetCommunity', 'expr': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralCommunitySet', 'communities': ['64725:21912']}}, {'class': 'org.batfish.datamodel.routing_policy.statement.SetLocalPreference', 'localPreference': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 180}}, {'class': 'org.batfish.datamodel.routing_policy.statement.SetMetric', 'metric': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 0}}, {'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnTrue'}]}]}",['ny4-nsw-ext4'],"[['statements=trueStatements=class', 'org.batfish.datamodel.routing_policy.statement.SetMetric']]",Needs inspection
['mercuryfx-to-janest'],"{'statements': [{'class': 'org.batfish.datamodel.routing_policy.statement.If', 'comment': '~RMCLAUSE~mercuryfx-to-janest~10~', 'falseStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnLocalDefaultAction'}], 'guard': {'class': 'org.batfish.datamodel.routing_policy.expr.MatchPrefixSet', 'prefix': {'class': 'org.batfish.datamodel.routing_policy.expr.DestinationNetwork'}, 'prefixSet': {'class': 'org.batfish.datamodel.routing_policy.expr.NamedPrefixSet', 'name': 'mercuryfx-to-janest-ucast-p1'}}, 'trueStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.SetCommunity', 'expr': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralCommunitySet', 'communities': ['64725:21911']}}, {'class': 'org.batfish.datamodel.routing_policy.statement.SetLocalPreference', 'localPreference': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 190}}, {'class': 'org.batfish.datamodel.routing_policy.statement.SetMetric', 'metric': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 0}}, {'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnTrue'}]}]}",['ny4-nsw-ext3'],"[['statements=trueStatements=class', 'org.batfish.datamodel.routing_policy.statement.SetMetric']]",Needs inspection
['nyse-captest-to-janest'],"{'statements': [{'class': 'org.batfish.datamodel.routing_policy.statement.If', 'comment': '~RMCLAUSE~nyse-captest-to-janest~10~', 'falseStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnLocalDefaultAction'}], 'guard': {'class': 'org.batfish.datamodel.routing_policy.expr.MatchPrefixSet', 'prefix': {'class': 'org.batfish.datamodel.routing_policy.expr.DestinationNetwork'}, 'prefixSet': {'class': 'org.batfish.datamodel.routing_policy.expr.NamedPrefixSet', 'name': 'nyse-captest-to-janest-ucast-p2'}}, 'trueStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.SetCommunity', 'expr': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralCommunitySet', 'communities': ['64712:21962']}}, {'class': 'org.batfish.datamodel.routing_policy.statement.SetLocalPreference', 'localPreference': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 180}}, {'class': 'org.batfish.datamodel.routing_policy.statement.SetMetric', 'metric': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 0}}, {'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnTrue'}]}]}",['mah-nsw-a4b'],"[['statements=trueStatements=class', 'org.batfish.datamodel.routing_policy.statement.SetMetric']]",Needs inspection
