acl_name,conformer_definition,nodes,deviant_properties,flag
['8b343f'],"{'bgpProcess': {'ebgpAdminCost': 200, 'ibgpAdminCost': 200, 'multipathEbgp': True, 'multipathEquivalentAsPathMatchMode': 'PATH_LENGTH', 'multipathIbgp': True, 'neighbors': {'16.76.174.127/32': {'class': 'org.batfish.datamodel.BgpActivePeerConfig', 'clusterId': 273461167, 'defaultMetric': 0, 'description': 'cfa4e1infsw02', 'ebgpMultihop': False, 'enforceFirstAs': False, 'ipv4UnicastAddressFamily': {'addressFamilyCapabilities': {'additionalPathsReceive': False, 'additionalPathsSelectAll': False, 'additionalPathsSend': False, 'advertiseExternal': False, 'advertiseInactive': False, 'allowLocalAsIn': False, 'allowRemoteAsOut': True, 'sendCommunity': False}, 'exportPolicy': '~BGP_PEER_EXPORT_POLICY:8b343f:16.76.174.127~'}, 'localAs': 64903, 'localIp': '16.76.174.126', 'peerAddress': '16.76.174.127', 'remoteAsns': '64903', 'routeReflectorClient': False}, '16.76.175.73/32': {'class': 'org.batfish.datamodel.BgpActivePeerConfig', 'clusterId': 273461167, 'defaultMetric': 0, 'description': 'blf1wanrt01', 'ebgpMultihop': False, 'enforceFirstAs': False, 'ipv4UnicastAddressFamily': {'addressFamilyCapabilities': {'additionalPathsReceive': False, 'additionalPathsSelectAll': False, 'additionalPathsSend': False, 'advertiseExternal': False, 'advertiseInactive': False, 'allowLocalAsIn': False, 'allowRemoteAsOut': True, 'sendCommunity': False}, 'exportPolicy': '~BGP_PEER_EXPORT_POLICY:8b343f:16.76.175.73~', 'exportPolicySources': ['cfa4e1-8b343f-OUT']}, 'localAs': 64903, 'localIp': '16.76.175.72', 'peerAddress': '16.76.175.73', 'remoteAsns': '64814', 'routeReflectorClient': False}, '16.76.175.75/32': {'class': 'org.batfish.datamodel.BgpActivePeerConfig', 'clusterId': 273461167, 'defaultMetric': 0, 'description': 'blf1wanrt02', 'ebgpMultihop': False, 'enforceFirstAs': False, 'ipv4UnicastAddressFamily': {'addressFamilyCapabilities': {'additionalPathsReceive': False, 'additionalPathsSelectAll': False, 'additionalPathsSend': False, 'advertiseExternal': False, 'advertiseInactive': False, 'allowLocalAsIn': False, 'allowRemoteAsOut': True, 'sendCommunity': False}, 'exportPolicy': '~BGP_PEER_EXPORT_POLICY:8b343f:16.76.175.75~', 'exportPolicySources': ['cfa4e1-8b343f-OUT']}, 'localAs': 64903, 'localIp': '16.76.175.74', 'peerAddress': '16.76.175.75', 'remoteAsns': '64814', 'routeReflectorClient': False}}, 'routerId': '16.76.175.175', 'tieBreaker': 'ARRIVAL_ORDER'}, 'description': 'Border', 'interfaces': ['Ethernet4/31/1.90', 'Ethernet4/32/1.90', 'Loopback900', 'Vlan900', 'Vlan901'], 'staticRoutes': [{'administrativeCost': 1, 'class': 'org.batfish.datamodel.StaticRoute', 'metric': 0, 'network': '16.76.174.0/23', 'nextHopInterface': 'null_interface', 'nextHopIp': 'AUTO/NONE(-1l)', 'tag': -1}, {'administrativeCost': 1, 'class': 'org.batfish.datamodel.StaticRoute', 'metric': 0, 'network': '184.64.122.84/30', 'nextHopInterface': 'dynamic', 'nextHopIp': '16.76.175.255', 'tag': -1}, {'administrativeCost': 1, 'class': 'org.batfish.datamodel.StaticRoute', 'metric': 0, 'network': '184.64.123.144/30', 'nextHopInterface': 'dynamic', 'nextHopIp': '16.76.175.255', 'tag': -1}]}",['cfa4e1infsw01'],"[['description', 'Border'], ['interfaces', 'Ethernet4/31/1.90'], ['staticRoutes=network', '16.76.174.0/23'], ['staticRoutes=nextHopInterface', 'null_interface']]",Needs inspection
['8b343f'],"{'bgpProcess': {'ebgpAdminCost': 200, 'ibgpAdminCost': 200, 'multipathEbgp': True, 'multipathEquivalentAsPathMatchMode': 'PATH_LENGTH', 'multipathIbgp': True, 'neighbors': {'16.76.174.126/32': {'class': 'org.batfish.datamodel.BgpActivePeerConfig', 'clusterId': 273461166, 'defaultMetric': 0, 'description': 'cfa4e1infsw01', 'ebgpMultihop': False, 'enforceFirstAs': False, 'ipv4UnicastAddressFamily': {'addressFamilyCapabilities': {'additionalPathsReceive': False, 'additionalPathsSelectAll': False, 'additionalPathsSend': False, 'advertiseExternal': False, 'advertiseInactive': False, 'allowLocalAsIn': False, 'allowRemoteAsOut': True, 'sendCommunity': False}, 'exportPolicy': '~BGP_PEER_EXPORT_POLICY:8b343f:16.76.174.126~'}, 'localAs': 64903, 'localIp': '16.76.174.127', 'peerAddress': '16.76.174.126', 'remoteAsns': '64903', 'routeReflectorClient': False}, '16.76.175.76/32': {'class': 'org.batfish.datamodel.BgpActivePeerConfig', 'clusterId': 273461166, 'defaultMetric': 0, 'description': 'blf1wanrt01', 'ebgpMultihop': False, 'enforceFirstAs': False, 'ipv4UnicastAddressFamily': {'addressFamilyCapabilities': {'additionalPathsReceive': False, 'additionalPathsSelectAll': False, 'additionalPathsSend': False, 'advertiseExternal': False, 'advertiseInactive': False, 'allowLocalAsIn': False, 'allowRemoteAsOut': True, 'sendCommunity': False}, 'exportPolicy': '~BGP_PEER_EXPORT_POLICY:8b343f:16.76.175.76~', 'exportPolicySources': ['cfa4e1-8b343f-OUT']}, 'localAs': 64903, 'localIp': '16.76.175.77', 'peerAddress': '16.76.175.76', 'remoteAsns': '64814', 'routeReflectorClient': False}, '16.76.175.78/32': {'class': 'org.batfish.datamodel.BgpActivePeerConfig', 'clusterId': 273461166, 'defaultMetric': 0, 'description': 'blf1wanrt02', 'ebgpMultihop': False, 'enforceFirstAs': False, 'ipv4UnicastAddressFamily': {'addressFamilyCapabilities': {'additionalPathsReceive': False, 'additionalPathsSelectAll': False, 'additionalPathsSend': False, 'advertiseExternal': False, 'advertiseInactive': False, 'allowLocalAsIn': False, 'allowRemoteAsOut': True, 'sendCommunity': False}, 'exportPolicy': '~BGP_PEER_EXPORT_POLICY:8b343f:16.76.175.78~', 'exportPolicySources': ['cfa4e1-8b343f-OUT']}, 'localAs': 64903, 'localIp': '16.76.175.79', 'peerAddress': '16.76.175.78', 'remoteAsns': '64814', 'routeReflectorClient': False}}, 'routerId': '16.76.175.174', 'tieBreaker': 'ARRIVAL_ORDER'}, 'description': 'Border', 'interfaces': ['Ethernet3/49/1.900', 'Ethernet3/50/1.900', 'Ethernet4/31/1.90', 'Ethernet4/32/1.90', 'Loopback900', 'Vlan900', 'Vlan901'], 'staticRoutes': [{'administrativeCost': 1, 'class': 'org.batfish.datamodel.StaticRoute', 'metric': 0, 'network': '16.76.174.0/23', 'nextHopInterface': 'null_interface', 'nextHopIp': 'AUTO/NONE(-1l)', 'tag': -1}, {'administrativeCost': 1, 'class': 'org.batfish.datamodel.StaticRoute', 'metric': 0, 'network': '184.64.122.84/30', 'nextHopInterface': 'dynamic', 'nextHopIp': '16.76.175.255', 'tag': -1}, {'administrativeCost': 1, 'class': 'org.batfish.datamodel.StaticRoute', 'metric': 0, 'network': '184.64.123.144/30', 'nextHopInterface': 'dynamic', 'nextHopIp': '16.76.175.255', 'tag': -1}]}",['cfa4e1infsw02'],"[['description', 'Border'], ['interfaces', 'Ethernet3/49/1.900'], ['interfaces', 'Ethernet4/31/1.90'], ['staticRoutes=network', '16.76.174.0/23'], ['staticRoutes=nextHopInterface', 'null_interface']]",Needs inspection
['PF-3b837e'],"{'bgpProcess': {'ebgpAdminCost': 200, 'ibgpAdminCost': 200, 'multipathEbgp': True, 'multipathEquivalentAsPathMatchMode': 'PATH_LENGTH', 'multipathIbgp': True, 'neighbors': {'16.79.151.22/32': {'class': 'org.batfish.datamodel.BgpActivePeerConfig', 'clusterId': 273651058, 'defaultMetric': 0, 'description': 'ccg11b03accsw01', 'ebgpMultihop': False, 'enforceFirstAs': False, 'ipv4UnicastAddressFamily': {'addressFamilyCapabilities': {'additionalPathsReceive': False, 'additionalPathsSelectAll': False, 'additionalPathsSend': False, 'advertiseExternal': False, 'advertiseInactive': False, 'allowLocalAsIn': False, 'allowRemoteAsOut': True, 'sendCommunity': False}, 'exportPolicy': '~BGP_PEER_EXPORT_POLICY:PF-3b837e:16.79.151.22~'}, 'localAs': 65001, 'localIp': '16.79.151.23', 'peerAddress': '16.79.151.22', 'remoteAsns': '65100', 'routeReflectorClient': False}, '16.79.151.28/32': {'class': 'org.batfish.datamodel.BgpActivePeerConfig', 'clusterId': 273651058, 'defaultMetric': 0, 'description': 'ccg11b03infsw02', 'ebgpMultihop': False, 'enforceFirstAs': False, 'ipv4UnicastAddressFamily': {'addressFamilyCapabilities': {'additionalPathsReceive': False, 'additionalPathsSelectAll': False, 'additionalPathsSend': False, 'advertiseExternal': False, 'advertiseInactive': False, 'allowLocalAsIn': False, 'allowRemoteAsOut': True, 'sendCommunity': False}, 'exportPolicy': '~BGP_PEER_EXPORT_POLICY:PF-3b837e:16.79.151.28~'}, 'localAs': 65001, 'localIp': '16.79.151.29', 'peerAddress': '16.79.151.28', 'remoteAsns': '64930', 'routeReflectorClient': False}, '16.79.151.3/32': {'class': 'org.batfish.datamodel.BgpActivePeerConfig', 'clusterId': 273651058, 'defaultMetric': 0, 'description': 'ccg11b03infsw01', 'ebgpMultihop': False, 'enforceFirstAs': False, 'ipv4UnicastAddressFamily': {'addressFamilyCapabilities': {'additionalPathsReceive': False, 'additionalPathsSelectAll': False, 'additionalPathsSend': False, 'advertiseExternal': False, 'advertiseInactive': False, 'allowLocalAsIn': False, 'allowRemoteAsOut': True, 'sendCommunity': False}, 'exportPolicy': '~BGP_PEER_EXPORT_POLICY:PF-3b837e:16.79.151.3~'}, 'localAs': 65001, 'localIp': '16.79.151.2', 'peerAddress': '16.79.151.3', 'remoteAsns': '64930', 'routeReflectorClient': False}, '16.79.151.39/32': {'class': 'org.batfish.datamodel.BgpActivePeerConfig', 'clusterId': 273651058, 'defaultMetric': 0, 'description': 'ccg11b03accsw04', 'ebgpMultihop': False, 'enforceFirstAs': False, 'ipv4UnicastAddressFamily': {'addressFamilyCapabilities': {'additionalPathsReceive': False, 'additionalPathsSelectAll': False, 'additionalPathsSend': False, 'advertiseExternal': False, 'advertiseInactive': False, 'allowLocalAsIn': False, 'allowRemoteAsOut': True, 'sendCommunity': False}, 'exportPolicy': '~BGP_PEER_EXPORT_POLICY:PF-3b837e:16.79.151.39~'}, 'localAs': 65001, 'localIp': '16.79.151.38', 'peerAddress': '16.79.151.39', 'remoteAsns': '65101', 'routeReflectorClient': False}, '16.79.151.42/32': {'class': 'org.batfish.datamodel.BgpActivePeerConfig', 'clusterId': 273651058, 'defaultMetric': 0, 'description': 'ccg11b03accsw05', 'ebgpMultihop': False, 'enforceFirstAs': False, 'ipv4UnicastAddressFamily': {'addressFamilyCapabilities': {'additionalPathsReceive': False, 'additionalPathsSelectAll': False, 'additionalPathsSend': False, 'advertiseExternal': False, 'advertiseInactive': False, 'allowLocalAsIn': False, 'allowRemoteAsOut': True, 'sendCommunity': False}, 'exportPolicy': '~BGP_PEER_EXPORT_POLICY:PF-3b837e:16.79.151.42~'}, 'localAs': 65001, 'localIp': '16.79.151.43', 'peerAddress': '16.79.151.42', 'remoteAsns': '65102', 'routeReflectorClient': False}, '16.79.151.53/32': {'class': 'org.batfish.datamodel.BgpActivePeerConfig', 'clusterId': 273651058, 'defaultMetric': 0, 'description': 'ccg11b03accsw02', 'ebgpMultihop': False, 'enforceFirstAs': False, 'ipv4UnicastAddressFamily': {'addressFamilyCapabilities': {'additionalPathsReceive': False, 'additionalPathsSelectAll': False, 'additionalPathsSend': False, 'advertiseExternal': False, 'advertiseInactive': False, 'allowLocalAsIn': False, 'allowRemoteAsOut': True, 'sendCommunity': False}, 'exportPolicy': '~BGP_PEER_EXPORT_POLICY:PF-3b837e:16.79.151.53~'}, 'localAs': 65001, 'localIp': '16.79.151.52', 'peerAddress': '16.79.151.53', 'remoteAsns': '65100', 'routeReflectorClient': False}, '16.79.151.63/32': {'class': 'org.batfish.datamodel.BgpActivePeerConfig', 'clusterId': 273651058, 'defaultMetric': 0, 'description': 'ccg11b03accsw03', 'ebgpMultihop': False, 'enforceFirstAs': False, 'ipv4UnicastAddressFamily': {'addressFamilyCapabilities': {'additionalPathsReceive': False, 'additionalPathsSelectAll': False, 'additionalPathsSend': False, 'advertiseExternal': False, 'advertiseInactive': False, 'allowLocalAsIn': False, 'allowRemoteAsOut': True, 'sendCommunity': False}, 'exportPolicy': '~BGP_PEER_EXPORT_POLICY:PF-3b837e:16.79.151.63~'}, 'localAs': 65001, 'localIp': '16.79.151.62', 'peerAddress': '16.79.151.63', 'remoteAsns': '65101', 'routeReflectorClient': False}, '16.79.151.70/32': {'class': 'org.batfish.datamodel.BgpActivePeerConfig', 'clusterId': 273651058, 'defaultMetric': 0, 'description': 'ccg11b03accsw06', 'ebgpMultihop': False, 'enforceFirstAs': False, 'ipv4UnicastAddressFamily': {'addressFamilyCapabilities': {'additionalPathsReceive': False, 'additionalPathsSelectAll': False, 'additionalPathsSend': False, 'advertiseExternal': False, 'advertiseInactive': False, 'allowLocalAsIn': False, 'allowRemoteAsOut': True, 'sendCommunity': False}, 'exportPolicy': '~BGP_PEER_EXPORT_POLICY:PF-3b837e:16.79.151.70~'}, 'localAs': 65001, 'localIp': '16.79.151.71', 'peerAddress': '16.79.151.70', 'remoteAsns': '65102', 'routeReflectorClient': False}, '16.79.151.76/32': {'class': 'org.batfish.datamodel.BgpActivePeerConfig', 'clusterId': 273651058, 'defaultMetric': 0, 'description': 'ccg11b03accsw07', 'ebgpMultihop': False, 'enforceFirstAs': False, 'ipv4UnicastAddressFamily': {'addressFamilyCapabilities': {'additionalPathsReceive': False, 'additionalPathsSelectAll': False, 'additionalPathsSend': False, 'advertiseExternal': False, 'advertiseInactive': False, 'allowLocalAsIn': False, 'allowRemoteAsOut': True, 'sendCommunity': False}, 'exportPolicy': '~BGP_PEER_EXPORT_POLICY:PF-3b837e:16.79.151.76~'}, 'localAs': 65001, 'localIp': '16.79.151.77', 'peerAddress': '16.79.151.76', 'remoteAsns': '65103', 'routeReflectorClient': False}, '16.79.151.93/32': {'class': 'org.batfish.datamodel.BgpActivePeerConfig', 'clusterId': 273651058, 'defaultMetric': 0, 'description': 'ccg11b03accsw08', 'ebgpMultihop': False, 'enforceFirstAs': False, 'ipv4UnicastAddressFamily': {'addressFamilyCapabilities': {'additionalPathsReceive': False, 'additionalPathsSelectAll': False, 'additionalPathsSend': False, 'advertiseExternal': False, 'advertiseInactive': False, 'allowLocalAsIn': False, 'allowRemoteAsOut': True, 'sendCommunity': False}, 'exportPolicy': '~BGP_PEER_EXPORT_POLICY:PF-3b837e:16.79.151.93~'}, 'localAs': 65001, 'localIp': '16.79.151.92', 'peerAddress': '16.79.151.93', 'remoteAsns': '65103', 'routeReflectorClient': False}}, 'routerId': '16.79.149.114', 'tieBreaker': 'ARRIVAL_ORDER'}, 'description': 'PayFlow Non-Compliance', 'interfaces': ['Ethernet3/1/1.420', 'Ethernet3/2/1.420', 'Ethernet3/3/1.420', 'Ethernet3/36/1.420', 'Ethernet3/4/1.420', 'Ethernet4/1/1.420', 'Ethernet4/2/1.420', 'Ethernet4/3/1.420', 'Ethernet4/36/1.420', 'Ethernet4/4/1.420', 'Loopback420']}",['ccg11b03corrt02'],"[['description', 'PayFlow Non-Compliance']]",Needs inspection
['PF-3b837e'],"{'bgpProcess': {'ebgpAdminCost': 200, 'ibgpAdminCost': 200, 'multipathEbgp': True, 'multipathEquivalentAsPathMatchMode': 'PATH_LENGTH', 'multipathIbgp': True, 'neighbors': {'16.79.151.19/32': {'class': 'org.batfish.datamodel.BgpActivePeerConfig', 'clusterId': 273651063, 'defaultMetric': 0, 'description': 'ccg11b03accsw01', 'ebgpMultihop': False, 'enforceFirstAs': False, 'ipv4UnicastAddressFamily': {'addressFamilyCapabilities': {'additionalPathsReceive': False, 'additionalPathsSelectAll': False, 'additionalPathsSend': False, 'advertiseExternal': False, 'advertiseInactive': False, 'allowLocalAsIn': False, 'allowRemoteAsOut': True, 'sendCommunity': False}, 'exportPolicy': '~BGP_PEER_EXPORT_POLICY:PF-3b837e:16.79.151.19~'}, 'localAs': 65002, 'localIp': '16.79.151.18', 'peerAddress': '16.79.151.19', 'remoteAsns': '65100', 'routeReflectorClient': False}, '16.79.151.26/32': {'class': 'org.batfish.datamodel.BgpActivePeerConfig', 'clusterId': 273651063, 'defaultMetric': 0, 'description': 'ccg11b03infsw02', 'ebgpMultihop': False, 'enforceFirstAs': False, 'ipv4UnicastAddressFamily': {'addressFamilyCapabilities': {'additionalPathsReceive': False, 'additionalPathsSelectAll': False, 'additionalPathsSend': False, 'advertiseExternal': False, 'advertiseInactive': False, 'allowLocalAsIn': False, 'allowRemoteAsOut': True, 'sendCommunity': False}, 'exportPolicy': '~BGP_PEER_EXPORT_POLICY:PF-3b837e:16.79.151.26~'}, 'localAs': 65002, 'localIp': '16.79.151.27', 'peerAddress': '16.79.151.26', 'remoteAsns': '64930', 'routeReflectorClient': False}, '16.79.151.34/32': {'class': 'org.batfish.datamodel.BgpActivePeerConfig', 'clusterId': 273651063, 'defaultMetric': 0, 'description': 'ccg11b03accsw04', 'ebgpMultihop': False, 'enforceFirstAs': False, 'ipv4UnicastAddressFamily': {'addressFamilyCapabilities': {'additionalPathsReceive': False, 'additionalPathsSelectAll': False, 'additionalPathsSend': False, 'advertiseExternal': False, 'advertiseInactive': False, 'allowLocalAsIn': False, 'allowRemoteAsOut': True, 'sendCommunity': False}, 'exportPolicy': '~BGP_PEER_EXPORT_POLICY:PF-3b837e:16.79.151.34~'}, 'localAs': 65002, 'localIp': '16.79.151.35', 'peerAddress': '16.79.151.34', 'remoteAsns': '65101', 'routeReflectorClient': False}, '16.79.151.47/32': {'class': 'org.batfish.datamodel.BgpActivePeerConfig', 'clusterId': 273651063, 'defaultMetric': 0, 'description': 'ccg11b03accsw05', 'ebgpMultihop': False, 'enforceFirstAs': False, 'ipv4UnicastAddressFamily': {'addressFamilyCapabilities': {'additionalPathsReceive': False, 'additionalPathsSelectAll': False, 'additionalPathsSend': False, 'advertiseExternal': False, 'advertiseInactive': False, 'allowLocalAsIn': False, 'allowRemoteAsOut': True, 'sendCommunity': False}, 'exportPolicy': '~BGP_PEER_EXPORT_POLICY:PF-3b837e:16.79.151.47~'}, 'localAs': 65002, 'localIp': '16.79.151.46', 'peerAddress': '16.79.151.47', 'remoteAsns': '65102', 'routeReflectorClient': False}, '16.79.151.5/32': {'class': 'org.batfish.datamodel.BgpActivePeerConfig', 'clusterId': 273651063, 'defaultMetric': 0, 'description': 'ccg11b03infsw01', 'ebgpMultihop': False, 'enforceFirstAs': False, 'ipv4UnicastAddressFamily': {'addressFamilyCapabilities': {'additionalPathsReceive': False, 'additionalPathsSelectAll': False, 'additionalPathsSend': False, 'advertiseExternal': False, 'advertiseInactive': False, 'allowLocalAsIn': False, 'allowRemoteAsOut': True, 'sendCommunity': False}, 'exportPolicy': '~BGP_PEER_EXPORT_POLICY:PF-3b837e:16.79.151.5~'}, 'localAs': 65002, 'localIp': '16.79.151.4', 'peerAddress': '16.79.151.5', 'remoteAsns': '64930', 'routeReflectorClient': False}, '16.79.151.51/32': {'class': 'org.batfish.datamodel.BgpActivePeerConfig', 'clusterId': 273651063, 'defaultMetric': 0, 'description': 'ccg11b03accsw02', 'ebgpMultihop': False, 'enforceFirstAs': False, 'ipv4UnicastAddressFamily': {'addressFamilyCapabilities': {'additionalPathsReceive': False, 'additionalPathsSelectAll': False, 'additionalPathsSend': False, 'advertiseExternal': False, 'advertiseInactive': False, 'allowLocalAsIn': False, 'allowRemoteAsOut': True, 'sendCommunity': False}, 'exportPolicy': '~BGP_PEER_EXPORT_POLICY:PF-3b837e:16.79.151.51~'}, 'localAs': 65002, 'localIp': '16.79.151.50', 'peerAddress': '16.79.151.51', 'remoteAsns': '65100', 'routeReflectorClient': False}, '16.79.151.58/32': {'class': 'org.batfish.datamodel.BgpActivePeerConfig', 'clusterId': 273651063, 'defaultMetric': 0, 'description': 'ccg11b03accsw03', 'ebgpMultihop': False, 'enforceFirstAs': False, 'ipv4UnicastAddressFamily': {'addressFamilyCapabilities': {'additionalPathsReceive': False, 'additionalPathsSelectAll': False, 'additionalPathsSend': False, 'advertiseExternal': False, 'advertiseInactive': False, 'allowLocalAsIn': False, 'allowRemoteAsOut': True, 'sendCommunity': False}, 'exportPolicy': '~BGP_PEER_EXPORT_POLICY:PF-3b837e:16.79.151.58~'}, 'localAs': 65002, 'localIp': '16.79.151.59', 'peerAddress': '16.79.151.58', 'remoteAsns': '65101', 'routeReflectorClient': False}, '16.79.151.67/32': {'class': 'org.batfish.datamodel.BgpActivePeerConfig', 'clusterId': 273651063, 'defaultMetric': 0, 'description': 'ccg11b03accsw06', 'ebgpMultihop': False, 'enforceFirstAs': False, 'ipv4UnicastAddressFamily': {'addressFamilyCapabilities': {'additionalPathsReceive': False, 'additionalPathsSelectAll': False, 'additionalPathsSend': False, 'advertiseExternal': False, 'advertiseInactive': False, 'allowLocalAsIn': False, 'allowRemoteAsOut': True, 'sendCommunity': False}, 'exportPolicy': '~BGP_PEER_EXPORT_POLICY:PF-3b837e:16.79.151.67~'}, 'localAs': 65002, 'localIp': '16.79.151.66', 'peerAddress': '16.79.151.67', 'remoteAsns': '65102', 'routeReflectorClient': False}, '16.79.151.73/32': {'class': 'org.batfish.datamodel.BgpActivePeerConfig', 'clusterId': 273651063, 'defaultMetric': 0, 'description': 'ccg11b03accsw07', 'ebgpMultihop': False, 'enforceFirstAs': False, 'ipv4UnicastAddressFamily': {'addressFamilyCapabilities': {'additionalPathsReceive': False, 'additionalPathsSelectAll': False, 'additionalPathsSend': False, 'advertiseExternal': False, 'advertiseInactive': False, 'allowLocalAsIn': False, 'allowRemoteAsOut': True, 'sendCommunity': False}, 'exportPolicy': '~BGP_PEER_EXPORT_POLICY:PF-3b837e:16.79.151.73~'}, 'localAs': 65002, 'localIp': '16.79.151.72', 'peerAddress': '16.79.151.73', 'remoteAsns': '65103', 'routeReflectorClient': False}, '16.79.151.91/32': {'class': 'org.batfish.datamodel.BgpActivePeerConfig', 'clusterId': 273651063, 'defaultMetric': 0, 'description': 'ccg11b03accsw08', 'ebgpMultihop': False, 'enforceFirstAs': False, 'ipv4UnicastAddressFamily': {'addressFamilyCapabilities': {'additionalPathsReceive': False, 'additionalPathsSelectAll': False, 'additionalPathsSend': False, 'advertiseExternal': False, 'advertiseInactive': False, 'allowLocalAsIn': False, 'allowRemoteAsOut': True, 'sendCommunity': False}, 'exportPolicy': '~BGP_PEER_EXPORT_POLICY:PF-3b837e:16.79.151.91~'}, 'localAs': 65002, 'localIp': '16.79.151.90', 'peerAddress': '16.79.151.91', 'remoteAsns': '65103', 'routeReflectorClient': False}}, 'routerId': '16.79.149.119', 'tieBreaker': 'ARRIVAL_ORDER'}, 'description': 'PayFlow Non-Compliance', 'interfaces': ['Ethernet3/1/1.420', 'Ethernet3/2/1.420', 'Ethernet3/3/1.420', 'Ethernet3/36/1.420', 'Ethernet3/4/1.420', 'Ethernet4/1/1.420', 'Ethernet4/2/1.420', 'Ethernet4/3/1.420', 'Ethernet4/36/1.420', 'Ethernet4/4/1.420', 'Loopback420']}",['ccg11b03corrt03'],"[['description', 'PayFlow Non-Compliance']]",Needs inspection
